problem,mixer,N,p,mean_q,std_q,n_inst,reps,mean_se_binom_sq,se_inst,se_binom,se_total
NumberPartitioning,Grover,8,4,0.219657,0.017479174306712673,10,100000.0,1.7113283296999999e-06,0.00552740024283066,0.0013081774840211858,0.005680095225798987
NumberPartitioning,Grover,8,5,0.12422199999999997,0.014194315607156104,10,100000.0,1.0860956397999996e-06,0.004488636714588911,0.0010421591240304907,0.004608031596609938
NumberPartitioning,Grover,8,6,0.06863199999999994,0.010399482679441296,10,100000.0,6.382431425999996e-07,0.003288605175450521,0.000798901209537199,0.003384252818954274
NumberPartitioning,Grover,8,7,0.03705899999999997,0.007123726318905484,10,100000.0,3.563995778999997e-07,0.0022527200595428335,0.0005969921087418155,0.002330482191428775
NumberPartitioning,Grover,8,8,0.01958199999999998,0.004488136955723762,10,100000.0,1.9180416239999982e-07,0.0014192735230861369,0.00043795452092654534,0.00148530855236659
NumberPartitioning,Grover,8,9,0.009917999999999979,0.002713983542077367,10,100000.0,9.813004139999979e-08,0.0008582369525175906,0.00031325714900062504,0.0009136195641877864
NumberPartitioning,Grover,8,10,0.0050349999999999406,0.001512725648916199,10,100000.0,5.0075892699999406e-08,0.00047836585255314106,0.0002237764346395737,0.000528119097921002
NumberPartitioning,Grover,8,11,0.00253199999999997,0.0008348359785677507,10,100000.0,2.5249617199999697e-08,0.00026399831649296057,0.00015890128130383247,0.0003081310245838888
NumberPartitioning,Grover,8,12,0.0012619999999999702,0.0004899387716847847,10,100000.0,1.2601913199999702e-08,0.00015493224325491308,0.00011225824334987476,0.00019132671846869496
NumberPartitioning,X,4,2,0.49797199999999997,0.013133949054940714,10,100000.0,2.4984063666e-06,0.004153319368622861,0.001580634798617315,0.004443924858093103
NumberPartitioning,X,4,3,0.201903,0.007680360306941608,10,100000.0,1.6108508944999998e-06,0.0024287431820685405,0.0012691930091597572,0.002740373029159428
NumberPartitioning,X,4,4,0.07156799999999994,0.004149023446011752,10,100000.0,6.643052841999995e-07,0.0013120364154837788,0.0008150492526221955,0.0015445856530977888
NumberPartitioning,X,4,5,0.02297499999999997,0.0020089093226590814,10,100000.0,2.2443517229999975e-07,0.0006352729072348803,0.00047374589423022944,0.0007924688252333063
NumberPartitioning,X,4,6,0.00673999999999998,0.000880580616537878,10,100000.0,6.69387451999998e-08,0.00027846404116550294,0.0002587252310850254,0.00038010652115193016
