problem,mixer,N,p,mean_q,std_q,n_inst,reps,mean_se_binom_sq,se_inst,se_binom,se_total
NumberPartitioning,Grover,6,6,0.00822699999999998,0.002165112519529254,10,100000.0,8.155097529999982e-08,0.0006846686952258233,0.00028557131386047833,0.0007418370424306346
NumberPartitioning,Grover,6,7,0.00291699999999995,0.0009263794518926241,10,100000.0,2.90771874999995e-08,0.00029294690455590727,0.00017052034336113536,0.0003389617624288724
NumberPartitioning,Grover,6,8,0.00097799999999997,0.0003445383384569284,10,100000.0,9.7693667999997e-09,0.00010895258907738767,9.884010724397105e-05,0.00014710551813805557
NumberPartitioning,Grover,6,9,0.00033199999999997,0.00013281566172706574,10,100000.0,3.3187389999997007e-09,4.199999999999804e-05,5.7608497637064804e-05,7.129333068386928e-05
NumberPartitioning,Grover,6,10,0.00011599999999999,6.603029607687267e-05,10,100000.0,1.1598261999999e-09,2.0880613017819822e-05,3.4056221164420166e-05,3.99477934309249e-05
NumberPartitioning,Grover,6,11,4.3e-05,2.7908580918579304e-05,10,100000.0,4.299745e-10,8.825468196582484e-06,2.0735826484613533e-05,2.2535824566429534e-05
NumberPartitioning,Grover,6,12,1.1e-05,1.3703203194062978e-05,10,100000.0,1.0999709999999998e-10,4.333333333333333e-06,1.0487950228714854e-05,1.1347901910828175e-05
NumberPartitioning,Grover,8,2,0.37619499999999995,0.014889540139156604,10,100000.0,2.3447279341e-06,0.004708486015223531,0.0015312504478693222,0.00495121888928934
NumberPartitioning,Grover,8,3,0.13489299999999999,0.01049605539661871,10,100000.0,1.1659772809e-06,0.0033191441500617105,0.0010798042789783712,0.003490371781026897
NumberPartitioning,Grover,8,4,0.04667199999999994,0.005497568755570261,10,100000.0,4.446652347999995e-07,0.0017384838860979514,0.0006668322388727163,0.0018619858906614288
NumberPartitioning,Grover,8,5,0.01601799999999997,0.0025001279967233865,10,100000.0,1.575579809999997e-07,0.0007906098911599887,0.0003969357391316631,0.000884659245698596
NumberPartitioning,Grover,8,6,0.0054289999999999495,0.0009685779954827066,10,100000.0,5.3986816299999515e-08,0.0003062912557245632,0.00023235063223498988,0.00038444915090728095
NumberPartitioning,Grover,8,7,0.00185699999999999,0.000402134582226161,10,100000.0,1.85340600999999e-08,0.0001271661205754933,0.00013613985492867215,0.00018629353805814307
NumberPartitioning,Grover,8,8,0.0005969999999999601,0.00015231910947452888,10,100000.0,5.9662270999996e-09,4.8167531710804436e-05,7.724135615070207e-05,9.102932610489299e-05
NumberPartitioning,Grover,8,9,0.00021099999999998,9.350579304693398e-05,10,100000.0,2.1094760999998003e-09,2.956912804486471e-05,4.592903330138574e-05,5.462425682179489e-05
NumberPartitioning,Grover,8,10,7.4e-05,4.8808013913928336e-05,10,100000.0,7.399237999999998e-10,1.54344492037203e-05,2.7201540397558366e-05,3.127532609297978e-05
NumberPartitioning,Grover,8,11,3.4e-05,2.9888682361946528e-05,10,100000.0,3.399804e-10,9.451631252505217e-06,1.843855742730434e-05,2.0719887387081364e-05
NumberPartitioning,Grover,8,12,1e-05,8.164965809277262e-06,10,100000.0,9.999840000000001e-11,2.5819888974716113e-06,9.999919999679998e-06,1.0327878129929045e-05
NumberPartitioning,X,4,2,0.5020279999999999,0.013133949054940726,10,100000.0,2.4984063666e-06,0.004153319368622866,0.001580634798617315,0.004443924858093106
NumberPartitioning,X,4,3,0.20422299999999996,0.01163245082612527,10,100000.0,1.6239418374999996e-06,0.0036785039380463147,0.001274339765329482,0.0038929851091061528
NumberPartitioning,X,4,4,0.07222699999999996,0.00675014575974315,10,100000.0,6.696925244999995e-07,0.0021345835138916074,0.0008183474350787687,0.0022860750867541167
NumberPartitioning,X,4,5,0.02287799999999996,0.0030394217286260905,10,100000.0,2.2346282839999962e-07,0.0009611495432264644,0.0004727185509370239,0.0010711074982673032
NumberPartitioning,X,4,6,0.006691999999999951,0.0012063056550200165,10,100000.0,6.645907479999951e-08,0.00038146734242045817,0.0002577965763930924,0.00046040895748597965
